# LAMMPS data file written by OVITO Basic 3.5.2
96 atoms
2 atom types
0.0 9.9694758484 xlo xhi
0.0 9.9694758484 ylo yhi
0.0 9.9694758484 zlo zhi

Masses

1 15.9994  # O
2 1.00794  # H

Atoms  # atomic

1 1 8.3076516523 8.7947298453 7.0974984357
2 1 3.7605785456 5.5623460388 9.6436069384
3 1 9.9566738237 0.8364180099 3.4065310907
4 1 6.0836656943 7.502317774 4.3580565508
5 1 5.668412126 5.8028127382 6.4557485052
6 1 7.670526561 1.7875602009 9.6370652455
7 1 0.5749033626 6.883800221 3.0071172573
8 1 0.4490521662 6.6151114229 8.7730482241
9 1 2.5129229326 3.420551538 0.9912490022
10 1 0.5018700113 9.5504090177 5.631136999
11 1 7.3092782813 2.0062870203 3.4178746417
12 1 8.9188526959 3.8523442955 7.3671117034
13 1 7.7726074535 6.1887114096 7.9392006346
14 1 4.0597700078 0.5489604391 9.3777505137
15 1 3.2025798189 8.1151705344 0.4749185475
16 1 2.3400534032 2.1427839566 3.5972134181
17 1 6.4362428125 5.864654518 0.3535539974
18 1 2.2803560699 7.5677474367 4.9614730308
19 1 7.8878950024 4.2846686747 2.103822165
20 1 0.7147572864 9.0772654738 1.4372787375
21 1 2.5500029181 5.6408297286 7.0366937205
22 1 9.6325768324 0.1589129544 9.1223509768
23 1 0.3768237515 5.0233643789 1.1484307667
24 1 6.381828195 0.0494894877 5.4440327975
25 1 5.6030950117 8.0153011752 1.7795624962
26 1 4.8564676304 1.5538953072 6.9735759939
27 1 8.2598639345 5.8875331614 4.1193106895
28 1 6.6801754603 3.2780816491 5.950891058
29 1 5.9316038037 0.7289745342 1.4257735102
30 1 3.6785782179 9.6512947261 3.9531847424
31 1 1.7856959463 1.8031930073 8.7484214915
32 1 2.5704378424 2.9312679312 6.2706679795
33 2 8.0699450809 7.8512251632 7.2902926861
34 2 7.5617144905 9.2155756938 6.5991882912
35 2 4.7334583888 5.5651668617 9.8539654008
36 2 3.3871327091 4.7673289278 0.1477629151
37 2 6.1943116004 8.4066616421 4.7407948927
38 2 5.7952723726 7.6468062982 3.4054621867
39 2 5.9386158446 4.9004936215 6.1401371115
40 2 5.6770973376 6.3802951105 5.6472829579
41 2 7.0532904094 1.4202462621 0.3645947614
42 2 7.8389036937 2.7202912312 9.8500655287
43 2 0.531318237 7.7014002643 2.4335146635
44 2 1.2863511925 7.0491282123 3.6935483939
45 2 9.4778470915 6.6829848657 8.4784069917
46 2 0.7328007053 7.5263767105 8.9727710793
47 2 1.6924392012 3.98783515 1.1001622696
48 2 2.2646979589 2.8092618078 0.2518197327
49 2 9.0425264207 1.2139418311 3.3868550273
50 2 0.098718111 0.3289785213 4.2865777445
51 2 1.1254608931 8.7929272151 5.4716188767
52 2 9.6985490248 9.1730815449 6.1237467305
53 2 6.6892897751 1.573031127 2.7650642827
54 2 7.5838239298 2.8533678194 2.9379799229
55 2 9.7361418632 3.7816146657 6.8435889932
56 2 8.1821898693 3.513001875 6.7831582835
57 2 8.2711751647 5.3472942908 7.6800357613
58 2 6.9224568326 6.1205222121 7.3585527587
59 2 3.8228921336 9.5740935575 9.5739035489
60 2 3.1725782599 0.9916143428 9.2100755061
61 2 3.20647129 7.1483949452 0.217148144
62 2 2.3584013515 8.3691309198 0.9273074216
63 2 1.4097049874 1.7884118839 3.490312214
64 2 2.5357763516 2.5997915512 2.7385167988
65 2 6.9934000923 5.968064825 9.5005645752
66 2 6.919610955 5.2405786099 0.9668865964
67 2 2.9664024259 8.2351786294 4.6757008417
68 2 2.627802339 6.9549629886 5.6557440564
69 2 7.9507740382 4.9245741738 2.9073238956
70 2 8.7888519424 4.3988287368 1.6873799337
71 2 0.2480740212 9.3793308191 0.6066972181
72 2 0.4755383587 9.7625843546 2.1294733731
73 2 1.7407378283 5.8973473194 7.540796937
74 2 3.248606361 5.6322046989 7.7385735515
75 2 8.916805175 0.8297698384 9.3892005368
76 2 9.1938875749 9.6415074581 8.3754088527
77 2 0.3847995365 5.5488745531 0.3089178182
78 2 0.5467419147 5.6965768619 1.8829942497
79 2 5.7432190047 0.5801791673 6.0264123725
80 2 6.8481098746 0.702938314 4.876647544
81 2 6.0124454527 7.2880656332 1.2247457818
82 2 4.6534276222 8.0604290439 1.4746416936
83 2 4.0102993723 2.0130028693 6.6992754321
84 2 4.6875135213 1.1384319766 7.870095289
85 2 9.0661484328 6.3761788988 3.8019201929
86 2 7.5363510291 6.5627469398 4.2285508231
87 2 6.0659854534 2.6632721916 6.4424539125
88 2 6.7878537519 2.9103464641 5.0400125258
89 2 5.9625209699 9.7062616517 1.5507431265
90 2 5.1342033355 0.8636211384 0.8440755411
91 2 3.22351364 0.5553289496 3.8137595475
92 2 4.5578361851 9.8672838307 4.3172509694
93 2 1.8839875114 2.1387978736 7.8234366449
94 2 0.9868912017 1.1979282465 8.7707590319
95 2 2.6006184306 3.9134827837 6.4265514605
96 2 2.4439080153 2.7715588682 5.2951664329
